pmid,analytic_method,experiment_name,biomarker_id,biomarker_id_origin,biomarker_long_name,biomarker_short_name,original_name,original_value,association_name,association_value,association_unit,95% CI,se,association_p_value,association_p_value_qualifier,association_p_value_unit...17,association_p_value_raw,association_p_value_raw_qualifier,association_p_value_unit...20,concept_id,concept_id_description
33803340,33803340.1.1,,X62984,Metabolon,Palmitoyl-Sphingosine-Phosphoethanolamine (D18:1/16:0),Palmitoyl-Sphingosine-Phosphoethanolamine (D18:1/16:0),,,Odds Ratio,1.11,,"(0.98, 1.25)",,0.562,,trend,0.104747518,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X34399,Metabolon,"3,7-Dimethylurate","3,7-Dimethylurate",,,Odds Ratio,0.9,,"(0.8, 1.02)",,0.524,,trend,0.088106069,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57655,Metabolon,2'-O-Methyluridine,2'-O-Methyluridine,,,Odds Ratio,1.14,,"(1, 1.3)",,0.458,,trend,0.045982215,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48153,Metabolon,Mannose,Mannose,,,Odds Ratio,1.2,,"(1.06, 1.36)",,0.239,,trend,0.005302016,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X32619,Metabolon,Pregnenediol Sulfate (C21H34O5S),Pregnenediol Sulfate (C21H34O5S),,,Odds Ratio,1.17,,"(1, 1.36)",,0.458,,trend,0.044106589,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X43374,Metabolon,Indolin-2-One,Indolin-2-One,,,Odds Ratio,1.15,,"(1.01, 1.31)",,0.428,,trend,0.030296948,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X15581,Metabolon,Xylose,Xylose,,,Odds Ratio,0.88,,"(0.77, 1.01)",,0.463,,trend,0.062092415,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X27718,Metabolon,Creatine,Creatine,,,Odds Ratio,1.16,,"(1, 1.33)",,0.458,,trend,0.042955932,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X57521,Metabolon,Dihomo-Linolenoylcarnitine (C20:3N3 Or 6),Dihomo-Linolenoylcarnitine (C20:3N3 Or 6),,,Odds Ratio,1.17,,"(1.03, 1.33)",,0.372,,trend,0.018964248,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61876,Metabolon,Glucuronide Of C14H26O4 (1),Glucuronide Of C14H26O4 (1),,,Odds Ratio,0.87,,"(0.77, 0.99)",,0.436,,trend,0.035554607,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X38165,Metabolon,Palmitoyl Ethanolamide,Palmitoyl Ethanolamide,,,Odds Ratio,1.14,,"(1.01, 1.3)",,0.436,,trend,0.035785626,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62276,Metabolon,Dodecadienoate (12:2),Dodecadienoate (12:2),,,Odds Ratio,1.14,,"(1.01, 1.29)",,0.436,,trend,0.035894931,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62104,Metabolon,Gamma-Glutamylcitrulline,Gamma-Glutamylcitrulline,,,Odds Ratio,1.08,,"(0.95, 1.22)",,0.672,,trend,0.247466181,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X19258,Metabolon,1-Myristoyl-2-Palmitoyl-Gpc (14:0/16:0),1-Myristoyl-2-Palmitoyl-Gpc (14:0/16:0),,,Odds Ratio,0.89,,"(0.78, 1.01)",,0.47,,trend,0.068359192,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X33009,Metabolon,Homostachydrine,Homostachydrine,,,Odds Ratio,1.16,,"(1.02, 1.31)",,0.389,,trend,0.021710377,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62793,Metabolon,Tetrahydrocortisol Sulfate (1),Tetrahydrocortisol Sulfate (1),,,Odds Ratio,1.18,,"(1.02, 1.35)",,0.389,,trend,0.021866592,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X41754,Metabolon,Heme,Heme,,,Odds Ratio,0.89,,"(0.77, 1.02)",,0.524,,trend,0.089569565,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X34400,Metabolon,"1,7-Dimethylurate","1,7-Dimethylurate",,,Odds Ratio,0.9,,"(0.8, 1.02)",,0.531,,trend,0.094434409,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X44664,Metabolon,Glutarylcarnitine (C5-Dc),Glutarylcarnitine (C5-Dc),,,Odds Ratio,0.92,,"(0.81, 1.04)",,0.646,,trend,0.170510448,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48698,Metabolon,6-Hydroxyindole Sulfate,6-Hydroxyindole Sulfate,,,Odds Ratio,1.15,,"(1.01, 1.3)",,0.428,,trend,0.031177337,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62066,Metabolon,Glyco-Beta-Muricholate,Glyco-Beta-Muricholate,,,Odds Ratio,1.12,,"(0.99, 1.27)",,0.496,,trend,0.077245135,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62503,Metabolon,6-Bromotryptophan,6-Bromotryptophan,,,Odds Ratio,1.15,,"(1.01, 1.31)",,0.428,,trend,0.029872062,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X27513,Metabolon,Indoleacetate,Indoleacetate,,,Odds Ratio,1.13,,"(1, 1.29)",,0.461,,trend,0.054485415,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X34409,Metabolon,Stearoylcarnitine (C18),Stearoylcarnitine (C18),,,Odds Ratio,1.16,,"(1.02, 1.33)",,0.428,,trend,0.027113804,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X18476,Metabolon,Glycocholate,Glycocholate,,,Odds Ratio,1.12,,"(0.98, 1.27)",,0.531,,trend,0.092350781,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X38102,Metabolon,Oleoyl Ethanolamide,Oleoyl Ethanolamide,,,Odds Ratio,1.14,,"(1, 1.3)",,0.461,,trend,0.052803063,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X15753,Metabolon,Hippurate,Hippurate,,,Odds Ratio,1.09,,"(0.96, 1.23)",,0.648,,trend,0.196202967,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X27672,Metabolon,3-Indoxyl Sulfate,3-Indoxyl Sulfate,,,Odds Ratio,1.14,,"(1.01, 1.29)",,0.458,,trend,0.041265963,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X22206,Metabolon,Theanine,Theanine,,,Odds Ratio,0.89,,"(0.78, 1.01)",,0.47,,trend,0.070594772,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X22138,Metabolon,Homocitrulline,Homocitrulline,,,Odds Ratio,0.89,,"(0.79, 1.01)",,0.502,,trend,0.08064636,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X22053,Metabolon,3-Hydroxydecanoate,3-Hydroxydecanoate,,,Odds Ratio,1.15,,"(1.01, 1.3)",,0.428,,trend,0.029045299,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X27710,Metabolon,N-Acetylglycine,N-Acetylglycine,,,Odds Ratio,1.08,,"(0.95, 1.23)",,0.667,,trend,0.23247758,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X31555,Metabolon,Pyridoxate,Pyridoxate,,,Odds Ratio,1.07,,"(0.95, 1.22)",,0.677,,trend,0.261288112,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X31943,Metabolon,3-Hydroxysebacate,3-Hydroxysebacate,,,Odds Ratio,1.12,,"(0.99, 1.27)",,0.47,,trend,0.069036914,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X35126,Metabolon,Phenylacetylglutamine,Phenylacetylglutamine,,,Odds Ratio,1.13,,"(0.99, 1.28)",,0.463,,trend,0.060245055,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X37190,Metabolon,"5Alpha-Androstan-3Beta,17Beta-Diol Disulfate","5Alpha-Androstan-3Beta,17Beta-Diol Disulfate",,,Odds Ratio,1.14,,"(0.97, 1.33)",,0.597,,trend,0.122473412,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X43333,Metabolon,Carboxyibuprofen,Carboxyibuprofen,,,Odds Ratio,0.87,,"(0.76, 0.99)",,0.436,,trend,0.034002927,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X43549,Metabolon,N-Formylanthranilic Acid,N-Formylanthranilic Acid,,,Odds Ratio,1.11,,"(0.97, 1.26)",,0.594,,trend,0.117758396,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48187,Metabolon,N-Acetyltaurine,N-Acetyltaurine,,,Odds Ratio,1.13,,"(0.99, 1.29)",,0.489,,trend,0.075124367,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X48182,Metabolon,Myristoleoylcarnitine (C14:1),Myristoleoylcarnitine (C14:1),,,Odds Ratio,1.14,,"(1.01, 1.3)",,0.458,,trend,0.040621852,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52464,Metabolon,1-Palmitoyl-2-Arachidonoyl-Gpe (16:0/20:4),1-Palmitoyl-2-Arachidonoyl-Gpe (16:0/20:4),,,Odds Ratio,0.91,,"(0.8, 1.03)",,0.597,,trend,0.123650476,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X53195,Metabolon,1-Myristoyl-2-Arachidonoyl-Gpc (14:0/20:4),1-Myristoyl-2-Arachidonoyl-Gpc (14:0/20:4),,,Odds Ratio,0.9,,"(0.78, 1.03)",,0.587,,trend,0.112033349,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X61874,Metabolon,Glucuronide Of C12H22O4 (1),Glucuronide Of C12H22O4 (1),,,Odds Ratio,0.87,,"(0.77, 0.99)",,0.455,,trend,0.039363614,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X63739,Metabolon,2-Hydroxy-4-(Methylthio)Butanoic Acid,2-Hydroxy-4-(Methylthio)Butanoic Acid,,,Odds Ratio,1.18,,"(1.04, 1.35)",,0.335,,trend,0.011829273,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X43507,Metabolon,3B-Hydroxy-5-Cholenoic Acid,3B-Hydroxy-5-Cholenoic Acid,,,Odds Ratio,1.1,,"(0.97, 1.25)",,0.618,,trend,0.1426163,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X36842,Metabolon,"3Beta,7Beta-Dihydroxy-5-Cholestenoate","3Beta,7Beta-Dihydroxy-5-Cholestenoate",,,Odds Ratio,1.15,,"(1.01, 1.3)",,0.436,,trend,0.034687339,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X36845,Metabolon,O-Cresol Sulfate,O-Cresol Sulfate,,,Odds Ratio,0.89,,"(0.78, 1.01)",,0.463,,trend,0.061809164,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62919,Metabolon,Tridecenedioate (C13:1-Dc),Tridecenedioate (C13:1-Dc),,,Odds Ratio,1.11,,"(0.98, 1.25)",,0.524,,trend,0.089281064,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X52466,Metabolon,1-Stearoyl-2-Docosahexaenoyl-Gpe (18:0/22:6),1-Stearoyl-2-Docosahexaenoyl-Gpe (18:0/22:6),,,Odds Ratio,0.91,,"(0.81, 1.03)",,0.638,,trend,0.154615389,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62287,Metabolon,Delta-Cehc,Delta-Cehc,,,Odds Ratio,1.17,,"(1.03, 1.33)",,0.372,,trend,0.019136692,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X19263,Metabolon,1-Palmitoyl-2-Oleoyl-Gpe (16:0/18:1),1-Palmitoyl-2-Oleoyl-Gpe (16:0/18:1),,,Odds Ratio,0.92,,"(0.82, 1.04)",,0.646,,trend,0.174578007,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X62915,Metabolon,3-Hydroxydodecanedioate,3-Hydroxydodecanedioate,,,Odds Ratio,1.13,,"(1, 1.29)",,0.463,,trend,0.057833444,,trend,C18,Colorectal Cancer
33803340,33803340.1.1,,X40475,Metabolon,Valylglycine,Valylglycine,,,Odds Ratio,1.1,,"(0.97, 1.25)",,0.617,,trend,0.13632613,,trend,C18,Colorectal Cancer
